Protein,Trend,outcome,HR,p.value,conf.low,conf.high,p.fdr,group,beta_total,se_total
APOM,Gradually Decreasing,dementia,0.584327588,0.007752529,0.393454061,0.867798209,0.151763775,T2D,-0.537293515,-0.201788119
